District,Category,Bedrooms,Livingrooms,Bathrooms,Furnished,Kitechen,Garage,Elevator,AC,Price,Region,floor_number,AGE
شقة للإيجار في شارع الزمخشري ، حي السليمانية ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,30000.0,North,1.0,4.0
شقة للإيجار في حي العقيق ، الرياض ، الرياض,singal,1.0,1.0,1,no,yes,yes,yes,yes,20000.0,North,1.0,4.0
شقة للإيجار في شارع علي بن عبدوس ، حي العقيق ، الرياض ، الرياض,singal,1.0,1.0,1,no,yes,no,yes,yes,20000.0,North,1.0,1.0
شقة للإيجار في طريق الملك فهد الفرعي ، حي العقيق ، الرياض ، الرياض,singal,1.0,1.0,1,no,yes,no,yes,yes,20000.0,North,1.0,1.0
شقة للإيجار في شارع رقم 539 ، حي النرجس ، الرياض ، الرياض,family,3.0,2.0,2,no,yes,no,no,yes,38000.0,North,3.0,1.0
شقة للإيجار في شارع التحلية ، حي حطين ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,yes,yes,39000.0,North,1.0,10.0
شقة للإيجار في طريق الأمير محمد بن سلمان بن عبدالعزيز ، حي العقيق ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,37000.0,North,2.0,1.0
شقة للإيجار في حي النرجس ، الرياض ، الرياض,family,4.0,1.0,4,no,no,no,no,no,35000.0,North,2.0,4.0
شقة للإيجار في شارع البحر المتوسط ، حي العقيق ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,45000.0,North,3.0,1.0
شقة للإيجار في شارع الحيسية ، حي العليا ، الرياض ، الرياض,family,5.0,5.0,5,no,yes,yes,no,yes,88000.0,North,1.0,10.0
شقة للإيجار في شارع ابها ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,yes,55000.0,North,2.0,1.0
شقة للإيجار في الرياض ، حي القيروان ، الرياض,family,3.0,1.0,4,no,yes,no,no,no,80000.0,North,2.0,1.0
شقة للإيجار في شارع رقم 537 ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,35000.0,North,3.0,1.0
شقة للإيجار في شارع محمد بن سعد بن زيد ، حي النزهة ، الرياض ، الرياض,family,2.0,1.0,1,no,yes,no,no,no,22000.0,North,3.0,22.0
شقة للإيجار في العيينة ، الدرعية,family,4.0,1.0,2,no,yes,no,no,no,16000.0,North,2.0,4.0
شقة للإيجار في شارع الدهناء ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,22000.0,North,2.0,4.0
شقة للإيجار في شارع الديوان ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,55000.0,North,2.0,1.0
شقة للإيجار في شارع الغطغط ، حي الربيع ، الرياض ، الرياض,family,2.0,1.0,4,no,yes,no,yes,no,45000.0,North,2.0,7.0
شقة للإيجار في شارع وادي بيش ، حي الوادي ، الرياض ، الرياض,family,3.0,2.0,3,no,yes,yes,yes,yes,75000.0,North,2.0,1.0
شقة للإيجار في شارع اسماء بنت مالك ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,yes,yes,no,38000.0,North,2.0,1.0
شقة للإيجار في شارع أبي سفيان بن حرب ، حي النزهة ، الرياض ، الرياض,family,4.0,2.0,4,no,no,yes,yes,yes,90000.0,North,1.0,1.0
شقة للإيجار في شارع مباركة بنت عبدالقادر الطبرية ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,24000.0,North,3.0,3.0
شقة للإيجار في طريق الامام سعود بن فيصل ، حي الملقا ، الرياض ، الرياض,family,2.0,1.0,1,no,yes,no,yes,yes,29000.0,North,2.0,6.0
شقة للإيجار في حي النرجس ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,yes,40000.0,North,3.0,1.0
شقة للإيجار في شارع عبدالله بن سيف ، حي العقيق ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,yes,30000.0,North,3.0,4.0
شقة للإيجار في شارع الحديبية ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,39000.0,North,2.0,1.0
شقة للإيجار في حي النرجس ، الرياض ، الرياض,family,5.0,1.0,2,no,yes,no,yes,yes,45000.0,North,1.0,1.0
شقة للإيجار في حي العارض ، الرياض ، الرياض,family,3.0,1.0,1,no,yes,no,no,yes,34000.0,North,2.0,3.0
شقة للإيجار في شارع الكوثر ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,yes,55000.0,North,1.0,1.0
شقة للإيجار في حي الرحمانية ، الرياض ، الرياض,family,4.0,3.0,5,no,no,no,yes,no,160000.0,North,2.0,1.0
شقة للإيجار في حي ، شارع ابي دجانة ، حي صلاح الدين ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,yes,32000.0,North,2.0,5.0
شقة للإيجار في طريق أنس ابن مالك ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,43000.0,North,1.0,3.0
شقة للإيجار في شارع عسفان ، حي النرجس ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,yes,yes,35000.0,North,3.0,4.0
شقة للإيجار في شارع سعيد بن عامر ، حي النخيل ، الرياض ، الرياض,family,2.0,2.0,3,no,yes,no,yes,yes,60000.0,North,1.0,4.0
شقة للإيجار في شارع الأقطار ، حي الملقا ، الرياض ، الرياض,family,2.0,2.0,3,no,yes,no,yes,yes,70000.0,North,3.0,1.0
شقة للإيجار في شارع الامير عبدالله بن سعود بن عبدالله صنيتان ، حي الصحافة ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,yes,yes,35000.0,North,2.0,1.0
شقة للإيجار في شارع العباس بن عبدالمطلب ، حي التعاون ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,26000.0,North,2.0,1.0
شقة للإيجار في شارع الغطغط ، حي الربيع ، الرياض ، الرياض,family,2.0,1.0,3,yes,yes,yes,yes,yes,135000.0,North,1.0,1.0
شقة للإيجار في شارع محمد بن سحمي ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,36000.0,North,3.0,4.0
شقة للإيجار في شارع زيد بن عاصم بن عمرو بن عوف ، حي النرجس ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,no,31000.0,North,2.0,1.0
شقة للإيجار في شارع عقدة ، حي السليمانية ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,30000.0,North,2.0,15.0
شقة للإيجار في حي العارض ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,35000.0,North,2.0,1.0
شقة للإيجار في حي النرجس ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,yes,45000.0,North,1.0,1.0
شقة للإيجار في شارع قلعة صلاح الدين ، حي العقيق ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,yes,yes,32000.0,North,2.0,4.0
شقة للإيجار في شارع أبي سفيان بن حرب ، حي النزهة ، الرياض ، الرياض,family,4.0,2.0,3,no,yes,yes,yes,yes,65000.0,North,1.0,4.0
شقة للإيجار في حي ، شارع سالم بن عمير الاوسي ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,24000.0,North,2.0,2.0
شقة للإيجار في شارع الأماسي ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,30000.0,North,3.0,3.0
شقة للإيجار في شارع الحافظ بن رجب ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,30000.0,North,2.0,6.0
شقة للإيجار في شارع عبدالله الخرجي ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,no,33000.0,North,1.0,1.0
شقة للإيجار في شارع وادي وج ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,yes,75000.0,North,2.0,1.0
شقة للإيجار في شارع الدهناء ، حي الملقا ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,yes,yes,yes,75000.0,North,2.0,1.0
شقة للإيجار في شارع صيدون ، حي حطين ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,yes,yes,yes,42000.0,North,1.0,1.0
شقة للإيجار في شارع الدهناء ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,22000.0,North,2.0,3.0
شقة للإيجار في حي ، شارع علي بن بسطام ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,45000.0,North,2.0,1.0
شقة للإيجار في شارع رقم 230 ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,45000.0,North,1.0,1.0
شقة للإيجار في شارع عبدالله الخرجي ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,no,no,31000.0,North,2.0,1.0
شقة للإيجار في شارع شمس الدين ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,60000.0,North,3.0,1.0
شقة للإيجار في شارع الحلوه ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,44000.0,North,2.0,5.0
شقة للإيجار في شارع رفحاء ، حي الواحة ، الرياض ، الرياض,family,3.0,2.0,3,no,yes,yes,yes,yes,62000.0,North,3.0,4.0
شقة للإيجار في شارع الديوان ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,yes,47000.0,North,2.0,1.0
شقة للإيجار في شارع محمد صالح قزاز ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,no,35000.0,North,3.0,1.0
شقة للإيجار في شارع رقم 336 ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,48000.0,North,2.0,1.0
شقة للإيجار في شارع الامير مقرن بن عبدالعزيز ، حي النزهة ، الرياض ، الرياض,family,4.0,2.0,4,no,yes,yes,yes,yes,65000.0,North,1.0,1.0
شقة للإيجار في شارع وادي وج ، حي الملقا ، الرياض ، الرياض,family,2.0,1.0,1,no,yes,no,yes,yes,46000.0,North,2.0,4.0
شقة للإيجار في شارع ابي بكر الصديق الفرعي ، حي النزهة ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,30000.0,North,1.0,20.0
شقة للإيجار في حي ، طريق الملك عبدالعزيز ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,no,no,no,yes,32000.0,North,1.0,1.0
شقة للإيجار في شارع المذنب ، حي الفلاح ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,33000.0,North,2.0,4.0
شقة للإيجار في حي ، شارع الريان ، حي النفل ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,yes,yes,yes,75000.0,North,1.0,1.0
شقة للإيجار في شارع عبدالوهاب عرب ، حي العارض ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,40000.0,North,2.0,4.0
شقة للإيجار في حي ، شارع محمد بن عبدالعزيز العجاجي ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,3,no,no,no,yes,no,65000.0,North,2.0,1.0
شقة للإيجار في شارع الحماسة ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,46000.0,North,2.0,3.0
شقة للإيجار في شارع وادي وج ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,2,no,yes,yes,yes,yes,45000.0,North,1.0,1.0
شقة للإيجار في شارع الدغيبيه ، حي العارض ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,35000.0,North,2.0,1.0
شقة للإيجار في حي العقيق ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,yes,300000.0,North,3.0,3.0
شقة للإيجار في شارع سويد بن حارثة ، حي حطين ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,yes,yes,yes,90000.0,North,2.0,1.0
شقة للإيجار في شارع محمد حسين فلمبان ، حي النرجس ، الرياض ، الرياض,family,4.0,1.0,3,no,no,no,no,no,50000.0,North,1.0,4.0
شقة للإيجار في طريق عثمان بن عفان ، حي النرجس ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,30000.0,North,2.0,4.0
شقة للإيجار في شارع السائب بن خباب ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,yes,35000.0,North,3.0,1.0
شقة للإيجار في شارع رقم 250 ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,yes,38000.0,North,2.0,5.0
شقة للإيجار في حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,40000.0,North,2.0,1.0
شقة للإيجار في شارع حسن الاهدل ، حي النرجس ، الرياض ، الرياض,family,1.0,1.0,2,no,yes,no,no,yes,28000.0,North,3.0,1.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,3.0,1.0,3,yes,yes,no,no,yes,80000.0,North,1.0,4.0
شقة للإيجار في شارع رقم 115 ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,yes,38000.0,North,2.0,3.0
شقة للإيجار في حي ، طريق ابي بكر الصديق ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,no,60000.0,North,1.0,1.0
شقة للإيجار في شارع الخيالة ، حي الياسمين ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,28000.0,North,2.0,1.0
شقة للإيجار في شارع الأقطار ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,yes,70000.0,North,3.0,1.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,5.0,1.0,4,no,yes,no,yes,yes,66000.0,North,1.0,8.0
شقة للإيجار في شارع أبي سفيان بن حرب ، حي النزهة ، الرياض ، الرياض,family,4.0,2.0,4,no,yes,no,no,yes,75000.0,North,1.0,4.0
شقة للإيجار في شارع النشرة ، حي الصحافة ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,37500.0,North,2.0,1.0
شقة للإيجار في شارع العمرة ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,46000.0,North,2.0,3.0
شقة للإيجار في حي ، شارع جمال الدين القاسمي ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,3,yes,yes,no,no,yes,35000.0,North,2.0,1.0
شقة للإيجار في شارع ابن الربيع ، حي السليمانية ، الرياض ، الرياض,family,4.0,2.0,3,no,yes,no,no,no,43000.0,North,1.0,4.0
شقة للإيجار في شارع الأمير عبدالعزيز بن مساعد بن جلوي ، حي العليا ، الرياض ، الرياض,family,5.0,1.0,3,yes,yes,no,no,no,50000.0,North,4.0,30.0
شقة للإيجار في شارع عبدالجبار الحصري ، حي النرجس ، الرياض ، الرياض,family,2.0,2.0,2,no,yes,no,yes,yes,50000.0,North,2.0,1.0
شقة للإيجار في شارع حائل ، حي النزهة ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,no,yes,50000.0,North,1.0,4.0
شقة للإيجار في شارع ابن سينا ، حي المروج ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,43000.0,North,1.0,5.0
شقة للإيجار في شارع رقم 474 ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,no,yes,30000.0,North,1.0,2.0
شقة للإيجار في شارع سالم بن ابي بكر شيخان ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,27000.0,North,2.0,4.0
شقة للإيجار في شارع وادي وج ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,4,yes,yes,yes,yes,yes,100000.0,North,3.0,1.0
شقة للإيجار في حي حطين ، الرياض ، الرياض,family,2.0,3.0,4,yes,yes,no,no,no,200000.0,North,2.0,1.0
شقة للإيجار في شارع الامير سلمان بن محمد بن سعود ، حي الصحافة ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,no,45000.0,North,2.0,1.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,yes,50000.0,North,1.0,1.0
شقة للإيجار في شارع أحمد بن ناصر الباعوني ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,30000.0,North,3.0,1.0
شقة للإيجار في حي العارض ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,28000.0,North,2.0,1.0
شقة للإيجار في شارع رقم 250 ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,40000.0,North,2.0,1.0
شقة للإيجار في شارع عبدالله الخرجي ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,46000.0,North,1.0,4.0
شقة للإيجار في شارع الديوان ، حي النرجس ، الرياض ، الرياض,family,2.0,2.0,2,no,yes,no,yes,yes,60000.0,North,2.0,1.0
شقة للإيجار في شارع نعيم بن عبدالله ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,no,40000.0,North,2.0,1.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,yes,yes,yes,27000.0,North,1.0,5.0
شقة للإيجار في شارع علي الطنطاوي ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,no,32000.0,North,3.0,1.0
شقة للإيجار في شارع جبريل بن جميل ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,3,no,no,no,no,no,40000.0,North,2.0,1.0
شقة للإيجار في شارع الحديثة ، حي الملقا ، الرياض ، الرياض,family,2.0,1.0,1,no,yes,no,yes,yes,38000.0,North,3.0,4.0
شقة للإيجار في شارع رقم 68 ، حي الملقا ، الرياض ، الرياض,family,2.0,1.0,3,no,yes,no,yes,yes,70000.0,North,3.0,1.0
شقة للإيجار في شارع رقم 379 ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,yes,yes,yes,46000.0,North,3.0,4.0
شقة للإيجار في شارع ابي بكر الرازي ، حي السليمانية ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,no,yes,18500.0,North,3.0,4.0
شقة للإيجار في حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,30000.0,North,3.0,4.0
شقة للإيجار في حي القيروان ، الرياض ، الرياض,family,3.0,1.0,3,no,no,no,no,yes,35000.0,North,3.0,1.0
شقة للإيجار في شارع رقم 312 ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,28000.0,North,3.0,3.0
شقة للإيجار في شارع القنا ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,3,no,no,no,no,yes,75000.0,North,1.0,4.0
شقة للإيجار في طريق أنس ابن مالك ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,37000.0,North,3.0,1.0
شقة للإيجار في طريق عثمان بن عفان ، حي النرجس ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,29000.0,North,3.0,2.0
شقة للإيجار في شارع فاطمة أم الحسن الطبري ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,26000.0,North,2.0,1.0
شقة للإيجار في طريق الملك فهد ، حي العليا ، الرياض ، الرياض,singal,2.0,1.0,3,yes,yes,no,no,no,220000.0,North,19.0,1.0
شقة للإيجار في شارع ثابت العوفي ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,40000.0,North,2.0,4.0
شقة للإيجار في شارع محمد الحليبي ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,30000.0,North,3.0,1.0
شقة للإيجار في شارع عبدالله الخرجي ، حي الملقا ، الرياض ، الرياض,family,2.0,1.0,1,no,yes,no,yes,yes,38000.0,North,1.0,2.0
شقة للإيجار في حي الياسمين ، الرياض,family,3.0,1.0,3,no,yes,no,yes,yes,32000.0,North,2.0,1.0
شقة للإيجار في حي الصحافة ، الرياض ، الرياض,family,3.0,2.0,3,no,yes,no,yes,yes,50000.0,North,2.0,18.0
شقة للإيجار في شارع الأماسي ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,70000.0,North,2.0,1.0
شقة للإيجار في شارع الأحمدي ، حي التعاون ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,27000.0,North,1.0,6.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,38000.0,North,1.0,2.0
شقة للإيجار في شارع محمد العجيان ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,35000.0,North,3.0,1.0
شقة للإيجار في شارع عبدالستار الدهلوي ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,yes,60000.0,North,1.0,1.0
شقة للإيجار في شارع وادي هجر ، حي الملقا ، الرياض ، الرياض,family,3.0,2.0,2,no,yes,yes,yes,yes,42000.0,North,2.0,4.0
شقة للإيجار في شارع التجاره ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,30000.0,North,3.0,1.0
شقة للإيجار في شارع علي الطنطاوي ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,1,no,no,no,no,no,20000.0,North,2.0,3.0
شقة للإيجار في شارع الامير عبدالله بن فيصل بن فرحان ال سعود ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,yes,63000.0,North,2.0,3.0
شقة للإيجار في شارع الدهناء ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,4,no,yes,no,yes,yes,40750.0,North,2.0,6.0
شقة للإيجار في شارع المجد ، حي الملقا ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,yes,yes,yes,80000.0,North,2.0,1.0
شقة للإيجار في شارع الحسين بن علي ، حي التعاون ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,no,yes,27000.0,North,1.0,6.0
شقة للإيجار في شارع رقم 235 ، حي الملقا ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,yes,35000.0,North,3.0,7.0
شقة للإيجار في شارع سليمان الحقيل ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,45000.0,North,2.0,1.0
شقة للإيجار في حي ، شارع حمود بن ناصر بن عمر ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,3,no,no,no,no,yes,40000.0,North,2.0,4.0
شقة للإيجار في شارع حائل ، حي النزهة ، الرياض ، الرياض,family,5.0,1.0,3,no,yes,no,no,yes,70000.0,North,1.0,4.0
شقة للإيجار في شارع وادي البطحاء ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,yes,70000.0,North,2.0,1.0
شقة للإيجار في شارع الدهناء ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,25000.0,North,1.0,3.0
شقة للإيجار في شارع ابحر ، حي الملقا ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,no,yes,75000.0,North,1.0,1.0
شقة للإيجار في حي ، شارع الامير سلمان بن محمد بن سعود ، حي الصحافة ، الرياض ، الرياض,family,2.0,1.0,1,no,yes,no,yes,yes,28000.0,North,2.0,6.0
شقة للإيجار في شارع المذنب ، حي الفلاح ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,yes,37000.0,North,1.0,4.0
شقة للإيجار في شارع الحسين بن علي ، حي التعاون ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,yes,yes,54000.0,North,2.0,4.0
شقة للإيجار في حي ، شارع الريان ، حي النفل ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,yes,95000.0,North,2.0,1.0
شقة للإيجار في شارع خليج السويس ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,36000.0,North,1.0,1.0
شقة للإيجار في شارع احمد الوتري ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,4,no,yes,no,no,yes,30000.0,North,2.0,1.0
شقة للإيجار في شارع المحترمة ، حي العقيق ، الرياض ، الرياض,family,4.0,2.0,4,no,yes,yes,yes,yes,75000.0,North,2.0,1.0
شقة للإيجار في شارع اسماعيل السدي ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,30000.0,North,3.0,4.0
شقة للإيجار في شارع ابها ، حي الملقا ، الرياض ، الرياض,family,3.0,2.0,3,no,yes,no,yes,yes,75000.0,North,2.0,1.0
شقة للإيجار في شارع القنا ، حي النرجس ، الرياض ، الرياض,family,2.0,1.0,2,yes,yes,yes,yes,yes,80000.0,North,2.0,1.0
شقة للإيجار في شارع الحاجرة ، حي الملقا ، الرياض ، الرياض,family,3.0,2.0,2,no,yes,no,no,yes,35000.0,North,3.0,8.0
شقة للإيجار في حي ، شارع محمد بن عبدالعزيز العجاجي ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,5,no,yes,no,yes,yes,60000.0,North,1.0,1.0
شقة للإيجار في الطريق الدائري الشمالي الفرعي ، حي المروج ، الرياض ، الرياض,singal,1.0,1.0,1,no,yes,no,no,yes,28000.0,North,2.0,4.0
شقة للإيجار في شارع الغاط ، حي المصيف ، الرياض ، الرياض,family,2.0,1.0,1,no,yes,no,no,no,19000.0,North,1.0,4.0
شقة للإيجار في شارع وادي البطحاء ، حي العقيق ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,30000.0,North,1.0,4.0
شقة للإيجار في شارع الاعتماد ، حي الملقا ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,yes,yes,yes,70000.0,North,2.0,1.0
شقة للإيجار في الرياض ، حي التعاون ، الرياض,family,1.0,1.0,2,no,yes,yes,yes,yes,70000.0,North,2.0,5.0
شقة للإيجار في شارع العليا ، حي العليا ، الرياض ، الرياض,singal,4.0,1.0,2,no,yes,no,no,no,40000.0,North,2.0,4.0
شقة للإيجار في حي ، شارع ريحانه بنت زيد ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,yes,36000.0,North,2.0,1.0
شقة للإيجار في حي القيروان ، الرياض ، الرياض,family,3.0,3.0,1,no,yes,no,no,yes,63000.0,North,1.0,4.0
شقة للإيجار في شارع يدمة ، حي النرجس ، الرياض ، الرياض,singal,1.0,1.0,1,no,yes,no,no,yes,20000.0,North,2.0,4.0
شقة للإيجار في شارع الميموني ، حي العليا ، الرياض ، الرياض,family,2.0,2.0,3,no,yes,no,no,yes,60000.0,North,2.0,4.0
شقة للإيجار في حي حطين ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,yes,yes,yes,65000.0,North,2.0,2.0
شقة للإيجار في شارع جودة ، حي العليا ، الرياض ، الرياض,singal,2.0,1.0,1,no,no,no,no,no,25000.0,North,1.0,30.0
شقة للإيجار في شارع احمد البسطامي ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,25000.0,North,3.0,1.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,yes,80000.0,North,1.0,1.0
شقة للإيجار في حي الملقا ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,45000.0,North,3.0,3.0
شقة للإيجار في حي ، شارع العلمين ، حي الملك عبدالله ، الرياض ، الرياض,family,3.0,2.0,3,no,no,yes,yes,yes,80000.0,North,2.0,1.0
شقة للإيجار في حي ، شارع ثعلبه بن سعد الخزرجي ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,yes,45000.0,North,2.0,4.0
